subset,model,seed,window_size,max_rul,trigger_column,lead_time,maintenance_rate,early_maintenance_rate,late_maintenance_rate,missed_critical_rate,expected_cost,oracle_expected_cost,decision_regret,policy,cost_scenario,preventive_cost,early_cost_per_cycle,late_cost,missed_critical_cost,critical_threshold
FD001,gru,43,30,130,y_pred,10.0,0.08,0.01,0.0,0.17,3.4802,0.07,3.4101999999999997,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,gru,43,30,130,y_pred,20.0,0.16,0.03,0.03,0.1,2.764,0.16,2.6039999999999996,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,gru,43,30,130,y_pred,30.0,0.23,0.02,0.04,0.04,1.8324,0.25,1.5824,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,gru,43,30,130,y_pred,50.0,0.31,0.02,0.04,0.0,1.1178,0.33,0.7878000000000001,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,gru,44,30,130,y_pred,10.0,0.05,0.01,0.03,0.2,4.6502,0.07,4.5802,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,gru,44,30,130,y_pred,20.0,0.16,0.02,0.02,0.09,2.3604000000000003,0.16,2.2004,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,gru,44,30,130,y_pred,30.0,0.2,0.01,0.06,0.06,2.6015999999999995,0.25,2.3516,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,gru,44,30,130,y_pred,50.0,0.32,0.02,0.03,0.0,0.9278,0.33,0.5978,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,gru_safety_mse,42,30,130,y_pred,10.0,0.05,0.0,0.02,0.2,4.45,0.07,4.38,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,gru_safety_mse,42,30,130,y_pred,20.0,0.14,0.01,0.03,0.11,2.9402,0.16,2.7802,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,gru_safety_mse,42,30,130,y_pred,30.0,0.25,0.02,0.02,0.02,1.0524,0.25,0.8024,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,gru_safety_mse,42,30,130,y_pred,50.0,0.32,0.01,0.02,0.0,0.7208,0.33,0.3908,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,gru_safety_mse,43,30,130,y_pred,10.0,0.03,0.0,0.04,0.22,5.23,0.07,5.16,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,gru_safety_mse,43,30,130,y_pred,20.0,0.12,0.01,0.05,0.13,3.7201999999999997,0.16,3.5602,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,gru_safety_mse,43,30,130,y_pred,30.0,0.24,0.02,0.03,0.03,1.4424000000000001,0.25,1.1924,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,gru_safety_mse,43,30,130,y_pred,50.0,0.35,0.03,0.01,0.0,0.5616,0.33,0.2316,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,gru_safety_mse,44,30,130,y_pred,10.0,0.08,0.01,0.0,0.17,3.4802,0.07,3.4101999999999997,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,gru_safety_mse,44,30,130,y_pred,20.0,0.14,0.02,0.04,0.11,3.1404,0.16,2.9804000000000004,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,gru_safety_mse,44,30,130,y_pred,30.0,0.24,0.02,0.03,0.03,1.4424000000000001,0.25,1.1924,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,gru_safety_mse,44,30,130,y_pred,50.0,0.35,0.03,0.01,0.0,0.5616,0.33,0.2316,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,lstm,42,30,130,y_pred,10.0,0.04,0.01,0.04,0.21,5.0402,0.07,4.9702,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,lstm,42,30,130,y_pred,20.0,0.14,0.0,0.02,0.11,2.74,0.16,2.58,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,lstm,42,30,130,y_pred,30.0,0.24,0.02,0.03,0.03,1.4424000000000001,0.25,1.1924,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,lstm,42,30,130,y_pred,50.0,0.31,0.02,0.04,0.0,1.1146,0.33,0.7846,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,lstm,43,30,130,y_pred,10.0,0.01,0.0,0.06,0.24,6.01,0.07,5.94,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,lstm,43,30,130,y_pred,20.0,0.12,0.0,0.04,0.13,3.52,0.16,3.36,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,lstm,43,30,130,y_pred,30.0,0.2,0.01,0.06,0.06,2.6015999999999995,0.25,2.3516,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,lstm,43,30,130,y_pred,50.0,0.33,0.03,0.03,0.0,0.9416,0.33,0.6115999999999999,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,lstm,44,30,130,y_pred,10.0,0.03,0.01,0.05,0.22,5.4302,0.07,5.3602,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,lstm,44,30,130,y_pred,20.0,0.17,0.02,0.01,0.09,2.1738,0.16,2.0138,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,lstm,44,30,130,y_pred,30.0,0.21,0.01,0.05,0.05,2.2116,0.25,1.9616,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,lstm,44,30,130,y_pred,50.0,0.32,0.02,0.03,0.0,0.9278,0.33,0.5978,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,random_forest,42,30,130,y_pred,10.0,0.05,0.0,0.02,0.2,4.45,0.07,4.38,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,random_forest,42,30,130,y_pred,20.0,0.13,0.01,0.04,0.12,3.3301999999999996,0.16,3.1702,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,random_forest,42,30,130,y_pred,30.0,0.2,0.01,0.06,0.06,2.6015999999999995,0.25,2.3516,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,random_forest,42,30,130,y_pred,50.0,0.3,0.02,0.05,0.0,1.3107999999999997,0.33,0.9808,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,random_forest,43,30,130,y_pred,10.0,0.05,0.0,0.02,0.2,4.45,0.07,4.38,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,random_forest,43,30,130,y_pred,20.0,0.11,0.01,0.06,0.14,4.1102,0.16,3.9501999999999997,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,random_forest,43,30,130,y_pred,30.0,0.21,0.01,0.05,0.05,2.2116,0.25,1.9616,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,random_forest,43,30,130,y_pred,50.0,0.31,0.02,0.04,0.0,1.1208,0.33,0.7908,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,random_forest,44,30,130,y_pred,10.0,0.04,0.0,0.03,0.21,4.84,0.07,4.77,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,random_forest,44,30,130,y_pred,20.0,0.14,0.02,0.04,0.11,3.1404,0.16,2.9804000000000004,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,random_forest,44,30,130,y_pred,30.0,0.21,0.01,0.05,0.05,2.2116,0.25,1.9616,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,random_forest,44,30,130,y_pred,50.0,0.3,0.02,0.05,0.0,1.3107999999999997,0.33,0.9808,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,ridge,42,30,130,y_pred,10.0,0.07,0.0,0.0,0.18,3.67,0.07,3.6,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,ridge,42,30,130,y_pred,20.0,0.1,0.0,0.06,0.15,4.3,0.16,4.14,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,ridge,42,30,130,y_pred,30.0,0.14,0.0,0.11,0.11,4.54,0.25,4.29,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,ridge,42,30,130,y_pred,50.0,0.25,0.0,0.08,0.0,1.85,0.33,1.52,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,ridge,43,30,130,y_pred,10.0,0.07,0.0,0.0,0.18,3.67,0.07,3.6,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,ridge,43,30,130,y_pred,20.0,0.1,0.0,0.06,0.15,4.3,0.16,4.14,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,ridge,43,30,130,y_pred,30.0,0.14,0.0,0.11,0.11,4.54,0.25,4.29,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,ridge,43,30,130,y_pred,50.0,0.27,0.0,0.06,0.0,1.47,0.33,1.14,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,ridge,44,30,130,y_pred,10.0,0.06,0.0,0.01,0.19,4.06,0.07,3.99,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,ridge,44,30,130,y_pred,20.0,0.1,0.0,0.06,0.15,4.3,0.16,4.14,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,ridge,44,30,130,y_pred,30.0,0.14,0.0,0.11,0.11,4.54,0.25,4.29,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,ridge,44,30,130,y_pred,50.0,0.26,0.0,0.07,0.0,1.66,0.33,1.33,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,tcn,42,30,130,y_pred,10.0,0.03,0.0,0.04,0.22,5.23,0.07,5.16,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,tcn,42,30,130,y_pred,20.0,0.15,0.01,0.02,0.1,2.5502000000000002,0.16,2.3902,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,tcn,42,30,130,y_pred,30.0,0.19,0.01,0.07,0.07,2.9915999999999996,0.25,2.7415999999999996,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,tcn,42,30,130,y_pred,50.0,0.31,0.02,0.04,0.01,1.3178,0.33,0.9878,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,tcn,43,30,130,y_pred,10.0,0.06,0.01,0.02,0.19,4.2602,0.07,4.1902,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,tcn,43,30,130,y_pred,20.0,0.16,0.02,0.02,0.1,2.5638,0.16,2.4038,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,tcn,43,30,130,y_pred,30.0,0.2,0.01,0.06,0.06,2.6015999999999995,0.25,2.3516,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,tcn,43,30,130,y_pred,50.0,0.29,0.02,0.06,0.01,1.6978,0.33,1.3678,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,tcn,44,30,130,y_pred,10.0,0.07,0.01,0.01,0.18,3.8701999999999996,0.07,3.8002,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,tcn,44,30,130,y_pred,20.0,0.15,0.01,0.02,0.11,2.7536,0.16,2.5936000000000003,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,tcn,44,30,130,y_pred,30.0,0.2,0.01,0.06,0.06,2.6015999999999995,0.25,2.3516,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD001,tcn,44,30,130,y_pred,50.0,0.32,0.02,0.03,0.0,0.9278,0.33,0.5978,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gradient_boosting,42,30,130,y_pred,10.0,0.05405405405405406,0.02702702702702703,0.05791505791505792,0.18146718146718147,4.844092664092663,0.08494208494208494,4.759150579150579,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gradient_boosting,42,30,130,y_pred,20.0,0.138996138996139,0.003861003861003861,0.0694980694980695,0.10038610038610038,3.5375289575289575,0.20463320463320464,3.332895752895753,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gradient_boosting,42,30,130,y_pred,30.0,0.1969111969111969,0.015444015444015444,0.05405405405405406,0.05405405405405406,2.360772200772201,0.23552123552123552,2.1252509652509652,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gradient_boosting,42,30,130,y_pred,50.0,0.2972972972972973,0.02702702702702703,0.0694980694980695,0.011583011583011582,1.9227027027027028,0.33976833976833976,1.5829343629343628,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gradient_boosting,43,30,130,y_pred,10.0,0.06177606177606178,0.02702702702702703,0.05019305019305019,0.17374517374517376,4.5434749034749045,0.08494208494208494,4.458532818532819,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gradient_boosting,43,30,130,y_pred,20.0,0.13513513513513514,0.003861003861003861,0.07335907335907337,0.10424710424710425,3.6881081081081084,0.20463320463320464,3.4834749034749035,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gradient_boosting,43,30,130,y_pred,30.0,0.20463320463320464,0.015444015444015444,0.04633204633204633,0.04633204633204633,2.0620849420849416,0.23552123552123552,1.8265637065637068,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gradient_boosting,43,30,130,y_pred,50.0,0.2972972972972973,0.02702702702702703,0.0694980694980695,0.011583011583011582,1.9227027027027028,0.33976833976833976,1.5829343629343628,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gradient_boosting,44,30,130,y_pred,10.0,0.06177606177606178,0.03861003861003861,0.06177606177606178,0.17374517374517376,4.775598455598456,0.08494208494208494,4.690656370656371,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gradient_boosting,44,30,130,y_pred,20.0,0.14285714285714285,0.003861003861003861,0.06563706563706563,0.09652509652509653,3.386949806949807,0.20463320463320464,3.1823166023166025,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gradient_boosting,44,30,130,y_pred,30.0,0.20077220077220076,0.019305019305019305,0.05405405405405406,0.05405405405405406,2.367567567567568,0.23552123552123552,2.132046332046332,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gradient_boosting,44,30,130,y_pred,50.0,0.3088803088803089,0.02702702702702703,0.05791505791505792,0.007722007722007722,1.6254054054054055,0.33976833976833976,1.2856370656370655,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gru,42,30,130,y_pred,10.0,0.05019305019305019,0.003861003861003861,0.03861003861003861,0.18532818532818532,4.529034749034749,0.08494208494208494,4.444092664092664,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gru,42,30,130,y_pred,20.0,0.17374517374517376,0.003861003861003861,0.03474903474903475,0.06177606177606178,2.104478764478764,0.20463320463320464,1.89984555984556,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gru,42,30,130,y_pred,30.0,0.22393822393822393,0.007722007722007722,0.019305019305019305,0.019305019305019305,0.9965250965250964,0.23552123552123552,0.7610038610038611,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gru,42,30,130,y_pred,50.0,0.2972972972972973,0.015444015444015444,0.05791505791505792,0.003861003861003861,1.536061776061776,0.33976833976833976,1.1962934362934363,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gru,43,30,130,y_pred,10.0,0.06177606177606178,0.023166023166023165,0.04633204633204633,0.17374517374517376,4.464633204633206,0.08494208494208494,4.37969111969112,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gru,43,30,130,y_pred,20.0,0.18146718146718147,0.007722007722007722,0.03088803088803089,0.05791505791505792,1.9586100386100387,0.20463320463320464,1.753976833976834,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gru,43,30,130,y_pred,30.0,0.23166023166023167,0.011583011583011582,0.015444015444015444,0.015444015444015444,0.8507335907335907,0.23552123552123552,0.6152123552123552,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gru,43,30,130,y_pred,50.0,0.3204633204633205,0.015444015444015444,0.03474903474903475,0.0,1.0176061776061776,0.33976833976833976,0.6778378378378378,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gru,44,30,130,y_pred,10.0,0.08494208494208494,0.023166023166023165,0.023166023166023165,0.15057915057915058,3.560849420849421,0.08494208494208494,3.475907335907336,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gru,44,30,130,y_pred,20.0,0.17374517374517376,0.007722007722007722,0.03861003861003861,0.06177606177606178,2.181930501930502,0.20463320463320464,1.9772972972972973,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gru,44,30,130,y_pred,30.0,0.23166023166023167,0.007722007722007722,0.011583011583011582,0.011583011583011582,0.6953667953667954,0.23552123552123552,0.45984555984555986,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gru,44,30,130,y_pred,50.0,0.3474903474903475,0.03861003861003861,0.03088803088803089,0.0,0.9755212355212355,0.33976833976833976,0.6357528957528957,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gru_safety_mse,42,30,130,y_pred,10.0,0.09652509652509653,0.03088803088803089,0.019305019305019305,0.138996138996139,3.2640926640926646,0.08494208494208494,3.1791505791505794,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gru_safety_mse,42,30,130,y_pred,20.0,0.1969111969111969,0.011583011583011582,0.019305019305019305,0.04247104247104247,1.4337451737451739,0.20463320463320464,1.2291119691119692,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gru_safety_mse,42,30,130,y_pred,30.0,0.2548262548262548,0.02702702702702703,0.007722007722007722,0.007722007722007722,0.5683397683397683,0.23552123552123552,0.33281853281853285,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gru_safety_mse,42,30,130,y_pred,50.0,0.38996138996138996,0.06563706563706563,0.015444015444015444,0.0,0.716911196911197,0.33976833976833976,0.37714285714285717,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gru_safety_mse,43,30,130,y_pred,10.0,0.07722007722007722,0.023166023166023165,0.03088803088803089,0.1583011583011583,3.862007722007722,0.08494208494208494,3.777065637065637,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gru_safety_mse,43,30,130,y_pred,20.0,0.18532818532818532,0.011583011583011582,0.03088803088803089,0.05405405405405406,1.8854826254826256,0.20463320463320464,1.680849420849421,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gru_safety_mse,43,30,130,y_pred,30.0,0.23938223938223938,0.011583011583011582,0.007722007722007722,0.007722007722007722,0.5491891891891892,0.23552123552123552,0.31366795366795364,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gru_safety_mse,43,30,130,y_pred,50.0,0.3667953667953668,0.04247104247104247,0.015444015444015444,0.0,0.6867181467181468,0.33976833976833976,0.34694980694980687,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gru_safety_mse,44,30,130,y_pred,10.0,0.10038610038610038,0.03088803088803089,0.015444015444015444,0.13513513513513514,3.113667953667954,0.08494208494208494,3.028725868725869,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gru_safety_mse,44,30,130,y_pred,20.0,0.20077220077220076,0.015444015444015444,0.019305019305019305,0.03861003861003861,1.360849420849421,0.20463320463320464,1.1562162162162164,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gru_safety_mse,44,30,130,y_pred,30.0,0.25096525096525096,0.023166023166023165,0.007722007722007722,0.007722007722007722,0.5635521235521235,0.23552123552123552,0.32803088803088803,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,gru_safety_mse,44,30,130,y_pred,50.0,0.36293436293436293,0.04633204633204633,0.023166023166023165,0.0,0.8408494208494208,0.33976833976833976,0.5010810810810811,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,random_forest,42,30,130,y_pred,10.0,0.04633204633204633,0.011583011583011582,0.05019305019305019,0.1891891891891892,4.834517374517374,0.08494208494208494,4.749575289575289,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,random_forest,42,30,130,y_pred,20.0,0.16988416988416988,0.003861003861003861,0.03861003861003861,0.06563706563706563,2.2550579150579146,0.20463320463320464,2.05042471042471,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,random_forest,42,30,130,y_pred,30.0,0.21235521235521235,0.0,0.023166023166023165,0.023166023166023165,1.138996138996139,0.23552123552123552,0.9034749034749034,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,random_forest,42,30,130,y_pred,50.0,0.30115830115830117,0.03088803088803089,0.0694980694980695,0.007722007722007722,1.8525096525096527,0.33976833976833976,1.5127413127413127,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,random_forest,43,30,130,y_pred,10.0,0.05405405405405406,0.015444015444015444,0.04633204633204633,0.18146718146718147,4.61088803088803,0.08494208494208494,4.525945945945945,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,random_forest,43,30,130,y_pred,20.0,0.16988416988416988,0.007722007722007722,0.04247104247104247,0.06563706563706563,2.332741312741313,0.20463320463320464,2.1281081081081084,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,random_forest,43,30,130,y_pred,30.0,0.21235521235521235,0.0,0.023166023166023165,0.023166023166023165,1.138996138996139,0.23552123552123552,0.9034749034749034,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,random_forest,43,30,130,y_pred,50.0,0.3127413127413127,0.03088803088803089,0.05791505791505792,0.007722007722007722,1.6323552123552127,0.33976833976833976,1.2925868725868725,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,random_forest,44,30,130,y_pred,10.0,0.05405405405405406,0.015444015444015444,0.04633204633204633,0.18146718146718147,4.61088803088803,0.08494208494208494,4.525945945945945,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,random_forest,44,30,130,y_pred,20.0,0.17374517374517376,0.003861003861003861,0.03474903474903475,0.06177606177606178,2.104478764478764,0.20463320463320464,1.89984555984556,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,random_forest,44,30,130,y_pred,30.0,0.21235521235521235,0.003861003861003861,0.02702702702702703,0.02702702702702703,1.293899613899614,0.23552123552123552,1.0583783783783784,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,random_forest,44,30,130,y_pred,50.0,0.3127413127413127,0.03474903474903475,0.06177606177606178,0.007722007722007722,1.7119691119691118,0.33976833976833976,1.372200772200772,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,ridge,42,30,130,y_pred,10.0,0.07722007722007722,0.03474903474903475,0.04247104247104247,0.1583011583011583,4.096370656370657,0.08494208494208494,4.011428571428572,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,ridge,42,30,130,y_pred,20.0,0.12355212355212356,0.007722007722007722,0.0888030888030888,0.11196911196911197,4.13969111969112,0.20463320463320464,3.9350579150579152,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,ridge,42,30,130,y_pred,30.0,0.17374517374517376,0.007722007722007722,0.0694980694980695,0.0694980694980695,2.954208494208494,0.23552123552123552,2.718687258687259,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,ridge,42,30,130,y_pred,50.0,0.25868725868725867,0.003861003861003861,0.08494208494208494,0.007722007722007722,2.112200772200772,0.33976833976833976,1.7724324324324325,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,ridge,43,30,130,y_pred,10.0,0.08108108108108109,0.03861003861003861,0.04247104247104247,0.15444015444015444,4.023166023166024,0.08494208494208494,3.9382239382239383,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,ridge,43,30,130,y_pred,20.0,0.1274131274131274,0.007722007722007722,0.08494208494208494,0.10810810810810811,3.989111969111969,0.20463320463320464,3.7844787644787647,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,ridge,43,30,130,y_pred,30.0,0.17374517374517376,0.007722007722007722,0.0694980694980695,0.0694980694980695,2.954208494208494,0.23552123552123552,2.718687258687259,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,ridge,43,30,130,y_pred,50.0,0.25868725868725867,0.003861003861003861,0.08494208494208494,0.007722007722007722,2.112200772200772,0.33976833976833976,1.7724324324324325,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,ridge,44,30,130,y_pred,10.0,0.07722007722007722,0.03474903474903475,0.04247104247104247,0.1583011583011583,4.096370656370657,0.08494208494208494,4.011428571428572,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,ridge,44,30,130,y_pred,20.0,0.12355212355212356,0.007722007722007722,0.0888030888030888,0.11196911196911197,4.13969111969112,0.20463320463320464,3.9350579150579152,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,ridge,44,30,130,y_pred,30.0,0.17374517374517376,0.007722007722007722,0.0694980694980695,0.0694980694980695,2.954208494208494,0.23552123552123552,2.718687258687259,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,ridge,44,30,130,y_pred,50.0,0.25868725868725867,0.003861003861003861,0.08494208494208494,0.007722007722007722,2.112200772200772,0.33976833976833976,1.7724324324324325,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,tcn,42,30,130,y_pred,10.0,0.03861003861003861,0.003861003861003861,0.05019305019305019,0.1969111969111969,4.9810038610038605,0.08494208494208494,4.896061776061776,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,tcn,42,30,130,y_pred,20.0,0.1776061776061776,0.007722007722007722,0.03474903474903475,0.05791505791505792,2.031583011583012,0.20463320463320464,1.826949806949807,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,tcn,42,30,130,y_pred,30.0,0.23166023166023167,0.007722007722007722,0.011583011583011582,0.011583011583011582,0.6955984555984556,0.23552123552123552,0.46007722007722013,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,tcn,42,30,130,y_pred,50.0,0.3474903474903475,0.04247104247104247,0.03474903474903475,0.0,1.0526640926640927,0.33976833976833976,0.7128957528957528,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,tcn,43,30,130,y_pred,10.0,0.023166023166023165,0.003861003861003861,0.06563706563706563,0.21235521235521235,5.583706563706564,0.08494208494208494,5.498764478764479,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,tcn,43,30,130,y_pred,20.0,0.17374517374517376,0.011583011583011582,0.04247104247104247,0.06177606177606178,2.2595366795366796,0.20463320463320464,2.054903474903475,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,tcn,43,30,130,y_pred,30.0,0.22007722007722008,0.003861003861003861,0.019305019305019305,0.019305019305019305,0.9923552123552123,0.23552123552123552,0.7568339768339769,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,tcn,43,30,130,y_pred,50.0,0.3204633204633205,0.011583011583011582,0.03088803088803089,0.0,0.9390733590733591,0.33976833976833976,0.5993050193050193,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,tcn,44,30,130,y_pred,10.0,0.0888030888030888,0.04247104247104247,0.03861003861003861,0.14671814671814673,3.798918918918919,0.08494208494208494,3.7139768339768344,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,tcn,44,30,130,y_pred,20.0,0.2084942084942085,0.019305019305019305,0.015444015444015444,0.03474903474903475,1.2152895752895752,0.20463320463320464,1.0106563706563707,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,tcn,44,30,130,y_pred,30.0,0.25096525096525096,0.019305019305019305,0.003861003861003861,0.003861003861003861,0.4083397683397683,0.23552123552123552,0.17281853281853282,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD002,tcn,44,30,130,y_pred,50.0,0.3281853281853282,0.015444015444015444,0.02702702702702703,0.0,0.8707335907335908,0.33976833976833976,0.530965250965251,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD003,cnn,42,30,130,y_pred,10.0,0.01,0.01,0.06,0.19,5.0114,0.06,4.9514,mean,high_late,1.0,0.02,20.0,20.0,30.0
FD003,cnn,42,30,130,y_pred,20.0,0.07,0.01,0.08,0.13,4.271,0.14,4.131,mean,high_late,1.0,0.02,20.0,20.0,30.0
