subset,model,seed,window_size,max_rul,trigger_column,lead_time,maintenance_rate,early_maintenance_rate,late_maintenance_rate,missed_critical_rate,expected_cost,oracle_expected_cost,decision_regret,policy,cost_scenario,preventive_cost,early_cost_per_cycle,late_cost,missed_critical_cost,critical_threshold
FD001,cnn,42,30,130,y_pred,10.0,0.04,0.02,0.05,0.21,2.391,0.07,2.3209999999999997,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,cnn,42,30,130,y_pred,20.0,0.17,0.03,0.02,0.09,1.1754,0.16,1.0153999999999999,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,cnn,42,30,130,y_pred,30.0,0.18,0.01,0.08,0.08,1.3816,0.25,1.1316,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,cnn,42,30,130,y_pred,50.0,0.22,0.01,0.12,0.05,1.327,0.33,0.997,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,cnn,43,30,130,y_pred,10.0,0.05,0.01,0.03,0.2,2.2002,0.07,2.1302000000000003,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,cnn,43,30,130,y_pred,20.0,0.13,0.02,0.05,0.13,1.6838,0.16,1.5238,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,cnn,43,30,130,y_pred,30.0,0.19,0.01,0.07,0.07,1.2416,0.25,0.9915999999999999,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,cnn,43,30,130,y_pred,50.0,0.29,0.02,0.06,0.04,0.9978,0.33,0.6678000000000001,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,cnn,44,30,130,y_pred,10.0,0.0,0.0,0.07,0.25,2.85,0.07,2.78,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,cnn,44,30,130,y_pred,20.0,0.07,0.0,0.09,0.18,2.32,0.16,2.16,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,cnn,44,30,130,y_pred,30.0,0.12,0.01,0.14,0.14,2.2216,0.25,1.9716,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,cnn,44,30,130,y_pred,50.0,0.22,0.01,0.12,0.07,1.527,0.33,1.197,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gradient_boosting,42,30,130,y_pred,10.0,0.04,0.0,0.03,0.21,2.29,0.07,2.22,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gradient_boosting,42,30,130,y_pred,20.0,0.13,0.01,0.04,0.12,1.5301999999999998,0.16,1.3701999999999999,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gradient_boosting,42,30,130,y_pred,30.0,0.23,0.01,0.03,0.03,0.6808,0.25,0.43079999999999996,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gradient_boosting,42,30,130,y_pred,50.0,0.33,0.03,0.03,0.0,0.4916,0.33,0.1616,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gradient_boosting,43,30,130,y_pred,10.0,0.04,0.0,0.03,0.21,2.29,0.07,2.22,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gradient_boosting,43,30,130,y_pred,20.0,0.14,0.02,0.04,0.11,1.4404,0.16,1.2804,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gradient_boosting,43,30,130,y_pred,30.0,0.23,0.0,0.02,0.02,0.53,0.25,0.28,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gradient_boosting,43,30,130,y_pred,50.0,0.33,0.03,0.03,0.0,0.4916,0.33,0.1616,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gradient_boosting,44,30,130,y_pred,10.0,0.05,0.0,0.02,0.2,2.15,0.07,2.08,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gradient_boosting,44,30,130,y_pred,20.0,0.12,0.02,0.06,0.13,1.7204,0.16,1.5604,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gradient_boosting,44,30,130,y_pred,30.0,0.23,0.01,0.03,0.03,0.6808,0.25,0.43079999999999996,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gradient_boosting,44,30,130,y_pred,50.0,0.32,0.02,0.03,0.0,0.4745999999999999,0.33,0.1446,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gru,42,30,130,y_pred,10.0,0.06,0.0,0.01,0.19,2.01,0.07,1.94,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gru,42,30,130,y_pred,20.0,0.14,0.02,0.04,0.11,1.4404,0.16,1.2804,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gru,42,30,130,y_pred,30.0,0.23,0.02,0.04,0.04,0.8323999999999999,0.25,0.5823999999999999,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gru,42,30,130,y_pred,50.0,0.32,0.02,0.03,0.0,0.4778,0.33,0.14780000000000001,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gru,43,30,130,y_pred,10.0,0.08,0.01,0.0,0.17,1.7802,0.07,1.7102000000000002,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gru,43,30,130,y_pred,20.0,0.16,0.03,0.03,0.1,1.3139999999999998,0.16,1.154,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gru,43,30,130,y_pred,30.0,0.23,0.02,0.04,0.04,0.8323999999999999,0.25,0.5823999999999999,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gru,43,30,130,y_pred,50.0,0.31,0.02,0.04,0.0,0.5178,0.33,0.18780000000000002,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gru,44,30,130,y_pred,10.0,0.05,0.01,0.03,0.2,2.2002,0.07,2.1302000000000003,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gru,44,30,130,y_pred,20.0,0.16,0.02,0.02,0.09,1.1603999999999999,0.16,1.0004,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gru,44,30,130,y_pred,30.0,0.2,0.01,0.06,0.06,1.1016,0.25,0.8515999999999999,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gru,44,30,130,y_pred,50.0,0.32,0.02,0.03,0.0,0.4778,0.33,0.14780000000000001,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gru_safety_mse,42,30,130,y_pred,10.0,0.05,0.0,0.02,0.2,2.15,0.07,2.08,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gru_safety_mse,42,30,130,y_pred,20.0,0.14,0.01,0.03,0.11,1.3901999999999999,0.16,1.2302,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gru_safety_mse,42,30,130,y_pred,30.0,0.25,0.02,0.02,0.02,0.5524,0.25,0.3024,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gru_safety_mse,42,30,130,y_pred,50.0,0.32,0.01,0.02,0.0,0.4208,0.33,0.0908,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gru_safety_mse,43,30,130,y_pred,10.0,0.03,0.0,0.04,0.22,2.43,0.07,2.36,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gru_safety_mse,43,30,130,y_pred,20.0,0.12,0.01,0.05,0.13,1.6702,0.16,1.5101999999999998,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gru_safety_mse,43,30,130,y_pred,30.0,0.24,0.02,0.03,0.03,0.6923999999999999,0.25,0.44239999999999996,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gru_safety_mse,43,30,130,y_pred,50.0,0.35,0.03,0.01,0.0,0.41159999999999997,0.33,0.0816,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gru_safety_mse,44,30,130,y_pred,10.0,0.08,0.01,0.0,0.17,1.7802,0.07,1.7102000000000002,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gru_safety_mse,44,30,130,y_pred,20.0,0.14,0.02,0.04,0.11,1.4404,0.16,1.2804,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gru_safety_mse,44,30,130,y_pred,30.0,0.24,0.02,0.03,0.03,0.6923999999999999,0.25,0.44239999999999996,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,gru_safety_mse,44,30,130,y_pred,50.0,0.35,0.03,0.01,0.0,0.41159999999999997,0.33,0.0816,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,lstm,42,30,130,y_pred,10.0,0.04,0.01,0.04,0.21,2.3402000000000003,0.07,2.2702,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,lstm,42,30,130,y_pred,20.0,0.14,0.0,0.02,0.11,1.34,0.16,1.18,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,lstm,42,30,130,y_pred,30.0,0.24,0.02,0.03,0.03,0.6923999999999999,0.25,0.44239999999999996,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,lstm,42,30,130,y_pred,50.0,0.31,0.02,0.04,0.0,0.5146,0.33,0.18460000000000001,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,lstm,43,30,130,y_pred,10.0,0.01,0.0,0.06,0.24,2.71,0.07,2.64,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,lstm,43,30,130,y_pred,20.0,0.12,0.0,0.04,0.13,1.62,0.16,1.46,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,lstm,43,30,130,y_pred,30.0,0.2,0.01,0.06,0.06,1.1016,0.25,0.8515999999999999,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,lstm,43,30,130,y_pred,50.0,0.33,0.03,0.03,0.0,0.4916,0.33,0.1616,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,lstm,44,30,130,y_pred,10.0,0.03,0.01,0.05,0.22,2.4802,0.07,2.4101999999999997,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,lstm,44,30,130,y_pred,20.0,0.17,0.02,0.01,0.09,1.1238,0.16,0.9638,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,lstm,44,30,130,y_pred,30.0,0.21,0.01,0.05,0.05,0.9616,0.25,0.7116,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,lstm,44,30,130,y_pred,50.0,0.32,0.02,0.03,0.0,0.4778,0.33,0.14780000000000001,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,random_forest,42,30,130,y_pred,10.0,0.05,0.0,0.02,0.2,2.15,0.07,2.08,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,random_forest,42,30,130,y_pred,20.0,0.13,0.01,0.04,0.12,1.5301999999999998,0.16,1.3701999999999999,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,random_forest,42,30,130,y_pred,30.0,0.2,0.01,0.06,0.06,1.1016,0.25,0.8515999999999999,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,random_forest,42,30,130,y_pred,50.0,0.3,0.02,0.05,0.0,0.5608,0.33,0.23079999999999998,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,random_forest,43,30,130,y_pred,10.0,0.05,0.0,0.02,0.2,2.15,0.07,2.08,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,random_forest,43,30,130,y_pred,20.0,0.11,0.01,0.06,0.14,1.8101999999999998,0.16,1.6502,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,random_forest,43,30,130,y_pred,30.0,0.21,0.01,0.05,0.05,0.9616,0.25,0.7116,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,random_forest,43,30,130,y_pred,50.0,0.31,0.02,0.04,0.0,0.5207999999999999,0.33,0.19079999999999997,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,random_forest,44,30,130,y_pred,10.0,0.04,0.0,0.03,0.21,2.29,0.07,2.22,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,random_forest,44,30,130,y_pred,20.0,0.14,0.02,0.04,0.11,1.4404,0.16,1.2804,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,random_forest,44,30,130,y_pred,30.0,0.21,0.01,0.05,0.05,0.9616,0.25,0.7116,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,random_forest,44,30,130,y_pred,50.0,0.3,0.02,0.05,0.0,0.5608,0.33,0.23079999999999998,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,ridge,42,30,130,y_pred,10.0,0.07,0.0,0.0,0.18,1.87,0.07,1.8,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,ridge,42,30,130,y_pred,20.0,0.1,0.0,0.06,0.15,1.9,0.16,1.74,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,ridge,42,30,130,y_pred,30.0,0.14,0.0,0.11,0.11,1.79,0.25,1.54,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,ridge,42,30,130,y_pred,50.0,0.25,0.0,0.08,0.0,0.65,0.33,0.32,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,ridge,43,30,130,y_pred,10.0,0.07,0.0,0.0,0.18,1.87,0.07,1.8,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,ridge,43,30,130,y_pred,20.0,0.1,0.0,0.06,0.15,1.9,0.16,1.74,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,ridge,43,30,130,y_pred,30.0,0.14,0.0,0.11,0.11,1.79,0.25,1.54,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,ridge,43,30,130,y_pred,50.0,0.27,0.0,0.06,0.0,0.57,0.33,0.24,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,ridge,44,30,130,y_pred,10.0,0.06,0.0,0.01,0.19,2.01,0.07,1.94,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,ridge,44,30,130,y_pred,20.0,0.1,0.0,0.06,0.15,1.9,0.16,1.74,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,ridge,44,30,130,y_pred,30.0,0.14,0.0,0.11,0.11,1.79,0.25,1.54,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,ridge,44,30,130,y_pred,50.0,0.26,0.0,0.07,0.0,0.61,0.33,0.28,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,tcn,42,30,130,y_pred,10.0,0.03,0.0,0.04,0.22,2.43,0.07,2.36,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,tcn,42,30,130,y_pred,20.0,0.15,0.01,0.02,0.1,1.2502,0.16,1.0902,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,tcn,42,30,130,y_pred,30.0,0.19,0.01,0.07,0.07,1.2416,0.25,0.9915999999999999,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,tcn,42,30,130,y_pred,50.0,0.31,0.02,0.04,0.01,0.6178,0.33,0.2878,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,tcn,43,30,130,y_pred,10.0,0.06,0.01,0.02,0.19,2.0602,0.07,1.9902000000000002,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,tcn,43,30,130,y_pred,20.0,0.16,0.02,0.02,0.1,1.2638,0.16,1.1038,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,tcn,43,30,130,y_pred,30.0,0.2,0.01,0.06,0.06,1.1016,0.25,0.8515999999999999,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,tcn,43,30,130,y_pred,50.0,0.29,0.02,0.06,0.01,0.6978,0.33,0.3678,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,tcn,44,30,130,y_pred,10.0,0.07,0.01,0.01,0.18,1.9202000000000001,0.07,1.8502,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,tcn,44,30,130,y_pred,20.0,0.15,0.01,0.02,0.11,1.3536000000000001,0.16,1.1936,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,tcn,44,30,130,y_pred,30.0,0.2,0.01,0.06,0.06,1.1016,0.25,0.8515999999999999,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD001,tcn,44,30,130,y_pred,50.0,0.32,0.02,0.03,0.0,0.4778,0.33,0.14780000000000001,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gradient_boosting,42,30,130,y_pred,10.0,0.05405405405405406,0.02702702702702703,0.05791505791505792,0.18146718146718147,2.1606949806949807,0.08494208494208494,2.075752895752896,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gradient_boosting,42,30,130,y_pred,20.0,0.138996138996139,0.003861003861003861,0.0694980694980695,0.10038610038610038,1.4911969111969112,0.20463320463320464,1.2865637065637068,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gradient_boosting,42,30,130,y_pred,30.0,0.1969111969111969,0.015444015444015444,0.05405405405405406,0.05405405405405406,1.0094208494208494,0.23552123552123552,0.7738996138996139,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gradient_boosting,42,30,130,y_pred,50.0,0.2972972972972973,0.02702702702702703,0.0694980694980695,0.011583011583011582,0.7644015444015445,0.33976833976833976,0.42463320463320464,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gradient_boosting,43,30,130,y_pred,10.0,0.06177606177606178,0.02702702702702703,0.05019305019305019,0.17374517374517376,2.053127413127413,0.08494208494208494,1.968185328185328,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gradient_boosting,43,30,130,y_pred,20.0,0.13513513513513514,0.003861003861003861,0.07335907335907337,0.10424710424710425,1.5452509652509654,0.20463320463320464,1.3406177606177607,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gradient_boosting,43,30,130,y_pred,30.0,0.20463320463320464,0.015444015444015444,0.04633204633204633,0.04633204633204633,0.9037837837837838,0.23552123552123552,0.6682625482625483,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gradient_boosting,43,30,130,y_pred,50.0,0.2972972972972973,0.02702702702702703,0.0694980694980695,0.011583011583011582,0.7644015444015445,0.33976833976833976,0.42463320463320464,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gradient_boosting,44,30,130,y_pred,10.0,0.06177606177606178,0.03861003861003861,0.06177606177606178,0.17374517374517376,2.1115057915057913,0.08494208494208494,2.0265637065637065,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gradient_boosting,44,30,130,y_pred,20.0,0.14285714285714285,0.003861003861003861,0.06563706563706563,0.09652509652509653,1.4371428571428573,0.20463320463320464,1.2325096525096526,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gradient_boosting,44,30,130,y_pred,30.0,0.20077220077220076,0.019305019305019305,0.05405405405405406,0.05405405405405406,1.0162162162162163,0.23552123552123552,0.7806949806949807,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gradient_boosting,44,30,130,y_pred,50.0,0.3088803088803089,0.02702702702702703,0.05791505791505792,0.007722007722007722,0.6794594594594595,0.33976833976833976,0.3396911196911197,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gru,42,30,130,y_pred,10.0,0.05019305019305019,0.003861003861003861,0.03861003861003861,0.18532818532818532,2.0966023166023167,0.08494208494208494,2.0116602316602314,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gru,42,30,130,y_pred,20.0,0.17374517374517376,0.003861003861003861,0.03474903474903475,0.06177606177606178,0.9654826254826255,0.20463320463320464,0.7608494208494209,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gru,42,30,130,y_pred,30.0,0.22393822393822393,0.007722007722007722,0.019305019305019305,0.019305019305019305,0.5138996138996139,0.23552123552123552,0.27837837837837837,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gru,42,30,130,y_pred,50.0,0.2972972972972973,0.015444015444015444,0.05791505791505792,0.003861003861003861,0.6287258687258688,0.33976833976833976,0.28895752895752896,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gru,43,30,130,y_pred,10.0,0.06177606177606178,0.023166023166023165,0.04633204633204633,0.17374517374517376,2.0322007722007718,0.08494208494208494,1.9472586872586872,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gru,43,30,130,y_pred,20.0,0.18146718146718147,0.007722007722007722,0.03088803088803089,0.05791505791505792,0.9161389961389962,0.20463320463320464,0.7115057915057915,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gru,43,30,130,y_pred,30.0,0.23166023166023167,0.011583011583011582,0.015444015444015444,0.015444015444015444,0.4646332046332046,0.23552123552123552,0.22911196911196913,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gru,43,30,130,y_pred,50.0,0.3204633204633205,0.015444015444015444,0.03474903474903475,0.0,0.49637065637065636,0.33976833976833976,0.1566023166023166,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gru,44,30,130,y_pred,10.0,0.08494208494208494,0.023166023166023165,0.023166023166023165,0.15057915057915058,1.7075675675675674,0.08494208494208494,1.6226254826254827,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gru,44,30,130,y_pred,20.0,0.17374517374517376,0.007722007722007722,0.03861003861003861,0.06177606177606178,0.985019305019305,0.20463320463320464,0.7803861003861005,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gru,44,30,130,y_pred,30.0,0.23166023166023167,0.007722007722007722,0.011583011583011582,0.011583011583011582,0.40579150579150575,0.23552123552123552,0.17027027027027028,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gru,44,30,130,y_pred,50.0,0.3474903474903475,0.03861003861003861,0.03088803088803089,0.0,0.5122007722007722,0.33976833976833976,0.17243243243243242,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gru_safety_mse,42,30,130,y_pred,10.0,0.09652509652509653,0.03088803088803089,0.019305019305019305,0.138996138996139,1.5845559845559845,0.08494208494208494,1.4996138996138995,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gru_safety_mse,42,30,130,y_pred,20.0,0.1969111969111969,0.011583011583011582,0.019305019305019305,0.04247104247104247,0.7194594594594594,0.20463320463320464,0.5148262548262549,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gru_safety_mse,42,30,130,y_pred,30.0,0.2548262548262548,0.02702702702702703,0.007722007722007722,0.007722007722007722,0.3752895752895753,0.23552123552123552,0.13976833976833974,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gru_safety_mse,42,30,130,y_pred,50.0,0.38996138996138996,0.06563706563706563,0.015444015444015444,0.0,0.4852509652509653,0.33976833976833976,0.14548262548262547,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gru_safety_mse,43,30,130,y_pred,10.0,0.07722007722007722,0.023166023166023165,0.03088803088803089,0.1583011583011583,1.8156756756756756,0.08494208494208494,1.7307335907335908,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gru_safety_mse,43,30,130,y_pred,20.0,0.18532818532818532,0.011583011583011582,0.03088803088803089,0.05405405405405406,0.8816216216216216,0.20463320463320464,0.676988416988417,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gru_safety_mse,43,30,130,y_pred,30.0,0.23938223938223938,0.011583011583011582,0.007722007722007722,0.007722007722007722,0.35613899613899613,0.23552123552123552,0.12061776061776062,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gru_safety_mse,43,30,130,y_pred,50.0,0.3667953667953668,0.04247104247104247,0.015444015444015444,0.0,0.4550579150579151,0.33976833976833976,0.11528957528957529,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gru_safety_mse,44,30,130,y_pred,10.0,0.10038610038610038,0.03088803088803089,0.015444015444015444,0.13513513513513514,1.5306563706563707,0.08494208494208494,1.4457142857142857,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gru_safety_mse,44,30,130,y_pred,20.0,0.20077220077220076,0.015444015444015444,0.019305019305019305,0.03861003861003861,0.6851737451737452,0.20463320463320464,0.4805405405405406,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gru_safety_mse,44,30,130,y_pred,30.0,0.25096525096525096,0.023166023166023165,0.007722007722007722,0.007722007722007722,0.37050193050193053,0.23552123552123552,0.13498069498069498,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,gru_safety_mse,44,30,130,y_pred,50.0,0.36293436293436293,0.04633204633204633,0.023166023166023165,0.0,0.49335907335907336,0.33976833976833976,0.1535907335907336,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,random_forest,42,30,130,y_pred,10.0,0.04633204633204633,0.011583011583011582,0.05019305019305019,0.1891891891891892,2.18972972972973,0.08494208494208494,2.1047876447876446,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,random_forest,42,30,130,y_pred,20.0,0.16988416988416988,0.003861003861003861,0.03861003861003861,0.06563706563706563,1.0195366795366796,0.20463320463320464,0.8149034749034749,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,random_forest,42,30,130,y_pred,30.0,0.21235521235521235,0.0,0.023166023166023165,0.023166023166023165,0.5598455598455598,0.23552123552123552,0.32432432432432434,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,random_forest,42,30,130,y_pred,50.0,0.30115830115830117,0.03088803088803089,0.0694980694980695,0.007722007722007722,0.7328185328185328,0.33976833976833976,0.3930501930501931,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,random_forest,43,30,130,y_pred,10.0,0.05405405405405406,0.015444015444015444,0.04633204633204633,0.18146718146718147,2.1012355212355214,0.08494208494208494,2.0162934362934366,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,random_forest,43,30,130,y_pred,20.0,0.16988416988416988,0.007722007722007722,0.04247104247104247,0.06563706563706563,1.0393050193050193,0.20463320463320464,0.8346718146718147,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,random_forest,43,30,130,y_pred,30.0,0.21235521235521235,0.0,0.023166023166023165,0.023166023166023165,0.5598455598455598,0.23552123552123552,0.32432432432432434,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,random_forest,43,30,130,y_pred,50.0,0.3127413127413127,0.03088803088803089,0.05791505791505792,0.007722007722007722,0.6864092664092665,0.33976833976833976,0.34664092664092666,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,random_forest,44,30,130,y_pred,10.0,0.05405405405405406,0.015444015444015444,0.04633204633204633,0.18146718146718147,2.1012355212355214,0.08494208494208494,2.0162934362934366,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,random_forest,44,30,130,y_pred,20.0,0.17374517374517376,0.003861003861003861,0.03474903474903475,0.06177606177606178,0.9654826254826255,0.20463320463320464,0.7608494208494209,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,random_forest,44,30,130,y_pred,30.0,0.21235521235521235,0.003861003861003861,0.02702702702702703,0.02702702702702703,0.6182239382239383,0.23552123552123552,0.38270270270270274,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,random_forest,44,30,130,y_pred,50.0,0.3127413127413127,0.03474903474903475,0.06177606177606178,0.007722007722007722,0.7081081081081081,0.33976833976833976,0.36833976833976834,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
FD002,ridge,42,30,130,y_pred,10.0,0.07722007722007722,0.03474903474903475,0.04247104247104247,0.1583011583011583,1.8762934362934363,0.08494208494208494,1.7913513513513513,mean,balanced_low,1.0,0.02,5.0,10.0,30.0
