subset,model,lead_time,policy,maintenance_rate_mean,maintenance_rate_std,early_maintenance_rate_mean,early_maintenance_rate_std,late_maintenance_rate_mean,late_maintenance_rate_std,missed_critical_rate_mean,missed_critical_rate_std,expected_cost_mean,expected_cost_std,oracle_expected_cost_mean,oracle_expected_cost_std,decision_regret_mean,decision_regret_std
FD002,tcn,30.0,mean,0.23423423423423426,0.015604061329449347,0.010296010296010296,0.008037320461259198,0.011583011583011582,0.007722007722007722,0.011583011583011582,0.007722007722007722,0.5829343629343628,0.21480514456232025,0.23552123552123552,0.0,0.34741312741312735,0.21480514456232025
FD002,tcn,50.0,mean,0.33204633204633205,0.013921047395613844,0.023166023166023165,0.01682972565073619,0.030888030888030892,0.0038610038610038633,0.0,0.0,0.6452767052767053,0.0539602237650232,0.33976833976833976,0.0,0.3055083655083655,0.05396022376502329
FD003,cnn,10.0,mean,0.03333333333333333,0.02081665999466133,0.006666666666666667,0.005773502691896258,0.03333333333333333,0.023094010767585032,0.16666666666666666,0.02081665999466132,3.700533333333333,0.622900131107173,0.06,0.0,3.6405333333333334,0.622900131107173
FD003,cnn,20.0,mean,0.08333333333333333,0.01154700538379251,0.01,0.0,0.06666666666666667,0.011547005383792521,0.11666666666666665,0.011547005383792512,3.0843333333333334,0.33486315612998296,0.14,0.0,2.944333333333334,0.33486315612998296
FD003,cnn,30.0,mean,0.15,0.009999999999999988,0.016666666666666666,0.005773502691896258,0.06666666666666667,0.005773502691896264,0.06666666666666667,0.005773502691896264,2.1508666666666665,0.1643482075756632,0.20000000000000004,0.0,1.950866666666667,0.16434820757566335
FD003,cnn,50.0,mean,0.26666666666666666,0.0057735026918962675,0.043333333333333335,0.00577350269189626,0.06666666666666667,0.005773502691896261,0.03,0.0,1.5463333333333338,0.059634330157496813,0.29,0.0,1.2563333333333333,0.05963433015749697
FD003,gradient_boosting,10.0,mean,0.05333333333333334,0.005773502691896254,0.0033333333333333335,0.005773502691896258,0.01,0.0,0.14666666666666667,0.005773502691896247,3.086733333333333,0.10958108109219089,0.06,0.0,3.026733333333333,0.10958108109219089
FD003,gradient_boosting,20.0,mean,0.12666666666666668,0.011547005383792521,0.006666666666666667,0.005773502691896258,0.02,0.01,0.08,0.009999999999999995,1.9281333333333333,0.29008552761786194,0.14,0.0,1.7881333333333334,0.2900855276178618
FD003,gradient_boosting,30.0,mean,0.19333333333333336,0.005773502691896261,0.02,0.0,0.02666666666666667,0.005773502691896256,0.02666666666666667,0.005773502691896256,0.9945333333333334,0.16743157806499143,0.20000000000000004,0.0,0.7945333333333333,0.16743157806499148
FD003,gradient_boosting,50.0,mean,0.29666666666666663,0.011547005383792521,0.02,0.01,0.013333333333333334,0.005773502691896258,0.0,0.0,0.4352,0.05311308689955799,0.29,0.0,0.1452,0.053113086899558
FD003,gru,10.0,mean,0.04666666666666667,0.005773502691896261,0.0,0.0,0.013333333333333334,0.005773502691896257,0.15333333333333332,0.005773502691896261,3.2466666666666666,0.16743157806499148,0.06,0.0,3.186666666666666,0.16743157806499148
FD003,gru,20.0,mean,0.11333333333333333,0.011547005383792507,0.01,0.01,0.03666666666666667,0.005773502691896256,0.09000000000000001,0.010000000000000007,2.2816666666666667,0.24228977141706443,0.14,0.0,2.1416666666666666,0.2422897714170644
FD003,gru,30.0,mean,0.19000000000000003,0.01732050807568877,0.01,0.0,0.02,0.017320508075688773,0.02,0.017320508075688773,0.7909999999999999,0.5022947341949744,0.20000000000000004,0.0,0.591,0.5022947341949745
FD003,gru,50.0,mean,0.2866666666666667,0.015275252316519458,0.016666666666666666,0.020816659994661327,0.02,0.01,0.0,0.0,0.49193333333333333,0.11350071952782209,0.29,0.0,0.2019333333333333,0.11350071952782209
FD003,gru_safety_mse,10.0,mean,0.056666666666666664,0.005773502691896254,0.006666666666666667,0.005773502691896258,0.01,0.01,0.14333333333333334,0.005773502691896247,3.0246,0.20212560451362915,0.06,0.0,2.9645999999999995,0.20212560451362915
FD003,gru_safety_mse,20.0,mean,0.13333333333333333,0.005773502691896261,0.013333333333333334,0.015275252316519466,0.02,0.017320508075688773,0.07,0.009999999999999998,1.7355333333333334,0.3591242867494949,0.14,0.0,1.5955333333333332,0.3591242867494948
FD003,gru_safety_mse,30.0,mean,0.20333333333333334,0.011547005383792512,0.016666666666666666,0.005773502691896258,0.013333333333333334,0.015275252316519466,0.013333333333333334,0.015275252316519466,0.6044666666666667,0.44745057082691636,0.20000000000000004,0.0,0.4044666666666667,0.4474505708269164
FD003,gru_safety_mse,50.0,mean,0.3233333333333333,0.02516611478423584,0.05333333333333334,0.03214550253664318,0.02,0.01,0.0,0.0,0.5371333333333334,0.13039483629857948,0.29,0.0,0.24713333333333332,0.13039483629857945
FD003,lstm,10.0,mean,0.05666666666666667,0.015275252316519468,0.0033333333333333335,0.005773502691896258,0.006666666666666667,0.011547005383792516,0.14333333333333334,0.015275252316519463,2.990066666666667,0.4010436551465854,0.06,0.0,2.9300666666666664,0.4010436551465854
